"id","query","name","type","address","adname","location","pname","cityname","tel","source"
"B0FFG8NQA1","牙克石林业局","中共内蒙古大兴安岭林业管理局电信局委员会","政府机构及社会团体;社会团体;社会团体相关","幸福西街与林城路交叉口西140米","牙克石市","120.734824,49.289291","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGGCNKB","阿里河林场","六二六街与阿里河路交叉口","地名地址信息;交通地名;路口名","海拉尔区","海拉尔区","119.767018,49.214322","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGGFFFP","阿里河林场","扎兰屯路与阿里河路交叉口","地名地址信息;交通地名;路口名","海拉尔区","海拉尔区","119.766338,49.223400","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGGLZWX","阿里河林场","新春街与阿里河路交叉口","地名地址信息;交通地名;路口名","海拉尔区","海拉尔区","119.766471,49.213098","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGH8RXF","甘河林场","甘河","地名地址信息;自然地名;河流","莫力达瓦达斡尔族自治旗","莫力达瓦达斡尔族自治旗","125.155222,49.167481","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGIBVGQ","根河林业局","内蒙古北部原始林区森林管护局","政府机构及社会团体;政府机关;政府机关相关","324县道附近","根河市","122.049135,52.044527","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGIPEXW","甘河林场","甘河","地名地址信息;自然地名;河流","莫力达瓦达斡尔族自治旗","莫力达瓦达斡尔族自治旗","124.830152,49.413415","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGIPEXZ","甘河林场","甘河","地名地址信息;自然地名;河流","莫力达瓦达斡尔族自治旗","莫力达瓦达斡尔族自治旗","124.607669,49.576727","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGK3533","甘河林场","甘河","地名地址信息;自然地名;河流","莫力达瓦达斡尔族自治旗","莫力达瓦达斡尔族自治旗","124.652793,49.526367","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGK35QG","甘河林场","甘河","地名地址信息;自然地名;河流","莫力达瓦达斡尔族自治旗","莫力达瓦达斡尔族自治旗","124.774760,49.424215","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGK370S","甘河林场","甘河","地名地址信息;自然地名;河流","莫力达瓦达斡尔族自治旗","莫力达瓦达斡尔族自治旗","124.927072,49.376464","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGL3N8P","图里河林业局","图里河林业宾馆","住宿服务;宾馆酒店;宾馆酒店","302县道附近","牙克石市","121.683434,50.478654","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGXZUER","根河林业局","根河林业局防火办","政府机构及社会团体;政府机关;政府机关相关","林海街与林建路交叉口东北120米","根河市","121.536913,50.789498","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGY5M4J","乌尔旗汉林业局","乌尔旗汗森工公司","公司企业;公司;公司","乌尔其汗森林公安局第一派出所东北","牙克石市","121.403283,49.584389","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGZ5T3S","加格达奇林场","壮志林场","公司企业;农林牧渔基地;其它农林牧渔基地","林都商贸城","加格达奇区","124.127975,50.424275","黑龙江省","大兴安岭地区","","amap_place_text"
"B0FFGZ5YFA","克一河林业局","克一河森工公司","政府机构及社会团体;政府机关;乡镇级政府及事业单位|公司企业;公司;公司","中央街364号","鄂伦春自治旗","122.496268,50.650652","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFGZ6NR4","克一河林业局","克一河林业局电讯管理处","政府机构及社会团体;政府机关;乡镇级政府及事业单位","克一河林业局","鄂伦春自治旗","122.499322,50.651066","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFH02XP0","阿里河林场","阿里河镇政府小广场","风景名胜;公园广场;公园广场","阿里河镇政府南","鄂伦春自治旗","123.722805,50.596856","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFH398KF","牙克石林场","绰源林业局苏格河林场","公司企业;公司企业;公司企业","绰源林业局","牙克石市","121.361375,48.333525","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFH39A85","大杨树林业局","中国联通兴林合作厅(兴林步行街营业厅)","生活服务;电讯营业厅;中国联通营业厅","大杨树林业局林小步行街","鄂伦春自治旗","124.628396,49.735653","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFH438KX","甘河林业局","林兴快捷宾馆","住宿服务;宾馆酒店;宾馆酒店","甘河林业局甘河林业公司","鄂伦春自治旗","123.058147,50.631168","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFH6MPCO","根河林业局","大兴安岭林业管理局根河航空护林站","政府机构及社会团体;政府机关;区县级政府及事业单位","中央大街9号","根河市","121.521759,50.780439","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFH7Q426","加格达奇林业局","大兴安岭地区加格达奇林业局管护区办事处","政府机构及社会团体;政府机关;区县级政府及事业单位","光明东路与晨光大街交叉口北150米","加格达奇区","124.131453,50.416057","黑龙江省","大兴安岭地区","","amap_place_text"
"B0FFH7QQQD","加格达奇林业局","加格达奇林业局大子杨山管护区","政府机构及社会团体;政府机关;区县级政府及事业单位","晨光大街67号","加格达奇区","124.131335,50.415753","黑龙江省","大兴安岭地区","0457-2187380","amap_place_text"
"B0FFH92QLY","大杨树林业局","大杨树永生润滑油商店","购物服务;购物相关场所;购物相关场所","大杨树镇林业局拐把楼北","鄂伦春自治旗","124.623719,49.738156","内蒙古自治区","呼伦贝尔市","15248220262","amap_place_text"
"B0FFH9FJ8J","牙克石林业局","满归林业局公安局","政府机构及社会团体;公检法机构;公安警察","兴安中街与青松南路交叉口西120米","牙克石市","120.728812,49.285843","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFHDBFN2","加格达奇林业局","正阳楼熏酱饺子馆(圆满家居建材市场店)","餐饮服务;快餐厅;快餐厅","加格达奇林业局旁边","加格达奇区","124.130158,50.413832","黑龙江省","大兴安岭地区","0457-6111116","amap_place_text"
"B0FFHDSJS2","牙克石林业局","中共满归林业局离退处牙克石支部委员会","政府机构及社会团体;政府机关;区县级政府及事业单位","育才西街与青松北路交叉口东140米","牙克石市","120.731562,49.291919","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFHDSJSC","图里河林业局","图里河林业局驻牙办事处","政府机构及社会团体;政府机关;外地政府办","青松南路与爱民西街交叉口东北60米","牙克石市","120.731433,49.284106","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFHKE729","加格达奇林业局","中天广告(山水嘉苑店)","生活服务;生活服务场所;生活服务场所","加格达奇林业局山水嘉苑30号楼","加格达奇区","124.107400,50.432534","黑龙江省","大兴安岭地区","","amap_place_text"
"B0FFHOL1RE","加格达奇林业局","加格达奇林业局西侧办公楼","商务住宅;楼宇;商务写字楼|政府机构及社会团体;政府机关;政府机关相关","加格达奇林业局晨光大街","加格达奇区","124.129712,50.417067","黑龙江省","大兴安岭地区","","amap_place_text"
"B0FFHOVS2A","阿里河林业局","阿里河林业局物资供应科","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","林海路与育才街交叉口东320米","鄂伦春自治旗","123.736298,50.593451","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFHPA8O3","阿里河林场","新桥市场(伊敏大街店)","购物服务;综合市场;综合市场","内阿里河路33号","海拉尔区","119.768733,49.222043","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFHV55IB","阿里河林场","阿里河铁道南派出所","政府机构及社会团体;公检法机构;公安警察","阿里河镇阿里河","鄂伦春自治旗","123.733634,50.577996","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFHVFQRV","阿里河林业局","益佳超市(龙华路店)","购物服务;便民商店/便利店;便民商店/便利店","阿里河镇森林公安局对面","鄂伦春自治旗","123.730525,50.587800","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFI0XKCB","甘河林场","甘河农场水库","地名地址信息;自然地名;湖泊","莫力达瓦达斡尔族自治旗","莫力达瓦达斡尔族自治旗","124.641262,49.369293","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFI10BQ7","牙克石林场","博克图林场","公司企业;公司企业;公司企业","博克图站西南","牙克石市","121.918782,48.753238","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFI328K0","加格达奇林业局","大森林山珍加工部","购物服务;综合市场;农副产品市场","加格达奇雁来商业街","加格达奇区","124.149891,50.413661","黑龙江省","大兴安岭地区","","amap_place_text"
"B0FFI62BVK","甘河林业局","甘河林业防火办","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","中央街","鄂伦春自治旗","123.057444,50.633386","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFI7M442","免渡河林业局","梅菊土产五金商店","购物服务;家居建材市场;家居建材市场","免渡河林业局西侧130米","牙克石市","121.047571,49.095635","内蒙古自治区","呼伦贝尔市","13604749471","amap_place_text"
"B0FFI928KL","大杨树林业局","要饭盒子海鲜烤肉(兴林街店)","餐饮服务;中餐厅;中餐厅","大杨树镇林业局兴林步行街对面","鄂伦春自治旗","124.627549,49.737658","内蒙古自治区","呼伦贝尔市","15663797957","amap_place_text"
"B0FFI9RJPA","克一河林业局","克一河森林资源管护站","政府机构及社会团体;政府机关;乡镇级政府及事业单位","301省道北50米","鄂伦春自治旗","122.397381,50.644060","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFIJHSQD","加格达奇林业局","大兴安岭行署森林资源林政管理局加格达奇铁路木材检查站","政府机构及社会团体;政府机关;政府机关相关","世纪大道5号","加格达奇区","124.122343,50.422247","黑龙江省","大兴安岭地区","","amap_place_text"
"B0FFIJTYLP","加格达奇林业局","加格达奇林业局","政府机构及社会团体;政府机关;政府机关相关","大兴安岭地区漠河市市北极村旅游风景区北极村旅游风景区内(东侧)","漠河市","122.365154,53.482188","黑龙江省","大兴安岭地区","","amap_place_text"
"B0FFILVSGG","大杨树林场","大杨树人民法庭","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","大杨树镇","鄂伦春自治旗","124.594876,49.747133","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFIT8Y86","加格达奇林业局","大兴安岭地区","地名地址信息;普通地名;地市级地名","加格达奇区","加格达奇区","124.117861,50.411291","黑龙江省","大兴安岭地区","","amap_place_text"
"B0FFJ1HTW9","根河林业局","满归林业局防火办","政府机构及社会团体;政府机关;乡镇级政府及事业单位","","根河市","122.084483,52.043006","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFJK3358","图里河林业局","图里河林业局老干部科","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","302县道东50米","牙克石市","121.682180,50.483421","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFJMQ6F0","伊图里河林业局","伊东幼儿园","科教文化服务;学校;幼儿园","伊图里河林业局正对面","牙克石市","121.590801,50.648933","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFJQPP2W","牙克石林业局","内蒙古大兴安岭森林公安局","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","","牙克石市","120.796281,49.320123","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFJZWHLH","大杨树林场","大杨树站站前广场","风景名胜;公园广场;城市广场","大杨树镇铁兴街","鄂伦春自治旗","124.609325,49.748154","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKDHAP9","大杨树林场","大杨树镇商会","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","大杨树镇","鄂伦春自治旗","124.603235,49.747841","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKLPDK4","根河林业局","内蒙古根河林业局多种经营管理处","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","森工路与林海街交叉口东40米","根河市","121.537196,50.785277","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKOWC50","图里河林业局","伊图里河林业局道木达检查站","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","302县道东50米","牙克石市","121.528503,50.555691","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKOWC50","伊图里河林业局","伊图里河林业局道木达检查站","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","302县道东50米","牙克石市","121.528503,50.555691","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKOWHUA","图里河林业局","伊图里河林业局伊东检查站","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","301省道北50米","牙克石市","121.613560,50.652001","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKOWHUA","伊图里河林业局","伊图里河林业局伊东检查站","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","301省道北50米","牙克石市","121.613560,50.652001","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKP0L96","图里河林业局","伊图里河林业局森林防火指挥部","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","伊图里河林业局东北200米处","牙克石市","121.591049,50.651136","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKP0L96","伊图里河林业局","伊图里河林业局森林防火指挥部","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","伊图里河林业局东北200米处","牙克石市","121.591049,50.651136","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKP0ZOB","图里河林业局","伊图里河森林公安局","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","伊图里河镇","牙克石市","121.594634,50.649837","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKP0ZOB","伊图里河林业局","伊图里河森林公安局","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","伊图里河镇","牙克石市","121.594634,50.649837","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKPA9N3","图里河林业局","伊图里河林业局温河生态功能区管理处","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","博克图火车站北300米处","牙克石市","121.920228,48.756229","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKPA9N3","伊图里河林业局","伊图里河林业局温河生态功能区管理处","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","博克图火车站北300米处","牙克石市","121.920228,48.756229","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKQJ2W6","图里河林业局","伊图里河森林公安局伊东派出所","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","伊图里河林业中学","牙克石市","121.594622,50.649800","内蒙古自治区","呼伦贝尔市","0470-7692002","amap_place_text"
"B0FFKQJ2W6","伊图里河林业局","伊图里河森林公安局伊东派出所","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","伊图里河林业中学","牙克石市","121.594622,50.649800","内蒙古自治区","呼伦贝尔市","0470-7692002","amap_place_text"
"B0FFKQN7ZB","伊图里河林业局","星河广场","风景名胜;公园广场;城市广场","伊图里河镇伊图里河林业中学西北100米处","牙克石市","121.591875,50.650750","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKSKP8G","免渡河林业局","二胖果蔬商店(中兴商业街店)","购物服务;综合市场;果品市场","免渡河林业局西侧150米","牙克石市","121.047279,49.095812","内蒙古自治区","呼伦贝尔市","13644701867","amap_place_text"
"B0FFKSMLJI","大杨树林场","大杨树实验幼儿园","科教文化服务;学校;幼儿园","大杨树镇二马路","鄂伦春自治旗","124.609563,49.743941","内蒙古自治区","呼伦贝尔市","0470-5747775","amap_place_text"
"B0FFKSQJ0X","海拉尔林业局","呼伦贝尔市林业和草原局海拉尔分局","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","西交界街西100米","海拉尔区","119.732468,49.213892","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFKV3NEC","大杨树林场","大杨树镇大辉孵化场","公司企业;农林牧渔基地;其它农林牧渔基地","能源路1号","鄂伦春自治旗","124.616826,49.739616","内蒙古自治区","呼伦贝尔市","15204976222","amap_place_text"
"B0FFKZKIOT","库都尔林业局","温暖居旅店","住宿服务;旅馆招待所;旅馆招待所","库都尔林业局西南侧120米","牙克石市","121.619461,50.028594","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFL0XLLA","阿里河林场","阿里河国家森林公园相思谷景区","风景名胜;风景名胜相关;旅游景点","阿里河林业局","鄂伦春自治旗","123.427223,50.343584","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFL0XLLA","阿里河林业局","阿里河国家森林公园相思谷景区","风景名胜;风景名胜相关;旅游景点","阿里河林业局","鄂伦春自治旗","123.427223,50.343584","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFL2XZZD","克一河林业局","迎宾饭店(杜鹃路店)","餐饮服务;中餐厅;中餐厅","克一河林业局西南侧260米","鄂伦春自治旗","122.494963,50.648264","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFL4A3E6","免渡河林业局","龙驰农资经销处","购物服务;购物相关场所;购物相关场所","免渡河林业局西南侧","牙克石市","121.048987,49.095512","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFL6AWTU","库都尔林业局","林海家电商场","购物服务;家电电子卖场;家电电子卖场","库都尔森林公安局西侧160米","牙克石市","121.616772,50.028842","内蒙古自治区","呼伦贝尔市","13154703866","amap_place_text"
"B0FFLB1DUB","海拉尔林业局","呼伦贝尔市森林公安局","政府机构及社会团体;公检法机构;公检法机关","天骄大街与成吉思汗南路交叉口东260米","海拉尔区","119.785690,49.164090","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFLB7AQO","大杨树林业局","大杨树林业局卧罗河林场卧罗河村综合管护站","政府机构及社会团体;政府机关;乡镇以下级政府及事业单位","人社部业务服务窗口(卧罗河村)西侧150米","鄂伦春自治旗","124.074502,49.312084","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFLBL95M","甘河林场","甘河农场民心小区","商务住宅;商务住宅相关;商务住宅相关","甘河农场","莫力达瓦达斡尔族自治旗","124.632436,49.378373","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFLCLAO2","加格达奇林业局","加格达奇森林资源管理分局","政府机构及社会团体;政府机关;区县级政府及事业单位","晨光大街与光明东路交叉口北240米","加格达奇区","124.130748,50.416757","黑龙江省","大兴安岭地区","","amap_place_text"
"B0FFLD5MKI","库都尔林业局","同致药店(X302店)","医疗保健服务;医药保健销售店;药房","库都尔森林公安局西北侧50米","牙克石市","121.618562,50.028972","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFLDGQ27","大杨树林业局","鑫亿民粮油店","购物服务;综合市场;农副产品市场","大杨树林业局园丁小区东南侧160米","鄂伦春自治旗","124.624142,49.732220","内蒙古自治区","呼伦贝尔市","13847084745","amap_place_text"
"B0FFLIDQVL","牙克石林业局","中共巴林林业和草原局委员会","政府机构及社会团体;政府机关;政府机关相关","232国道与311县道交叉口西南480米","牙克石市","122.330970,48.315159","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFM14KDY","海拉尔林业局","呼伦贝尔市林业和草原局","政府机构及社会团体;政府机关;地市级政府及事业单位","天骄大街与001乡道交叉口北100米","海拉尔区","119.785126,49.163983","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFM1TS0I","根河林业局","根河市金河镇林业和草原局","政府机构及社会团体;政府机关;政府机关相关","金河镇","根河市","121.505711,51.332672","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFM4QTVH","根河林业局","阿龙山林业局","政府机构及社会团体;政府机关;乡镇级政府及事业单位","324县道附近","根河市","121.869988,51.690669","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFM9WNO7","伊图里河林业局","林业局工会","政府机构及社会团体;社会团体;社会团体相关","内蒙古农村信用社伊图里河信用社西侧170米","牙克石市","121.584174,50.648669","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFMA1JRR","根河林业局","满归林业局北岸林场办事处","政府机构及社会团体;政府机关;政府机关相关","满归镇","根河市","122.074399,52.044022","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFMA50IB","乌尔旗汉林业局","乌尔旗汉森林公安局第一派出所","政府机构及社会团体;公检法机构;公安警察","乌尔旗汗镇惠民小区西侧","牙克石市","121.404542,49.585665","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFMBWUPV","牙克石林场","新帐房林场","公司企业;农林牧渔基地;其它农林牧渔基地","库都尔森林公安局新帐房派出所","牙克石市","121.820987,50.140740","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFMDQ3NR","甘河林业局","甘河林业局森调队","政府机构及社会团体;政府机关;政府机关相关","苗木中心东北侧60米","鄂伦春自治旗","123.030048,50.631837","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0FFMHJ5G3","加格达奇林业局","大兴安岭地区加格达奇区粮食和物资储备局","政府机构及社会团体;政府机关;政府机关相关","人民路45号大兴安岭行署林业集团公司七号办公楼","加格达奇区","124.135654,50.422317","黑龙江省","大兴安岭地区","","amap_place_text"
"B0G0DA6S3L","牙克石林业局","内蒙古绰尔林业局","政府机构及社会团体;政府机关;政府机关相关","","牙克石市","121.202982,47.980987","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G0FLB0VI","大杨树林场","大杨树社区卫生服务中心","医疗保健服务;综合医院;卫生院","甘奎路与庆丰满路交叉口东南120米","鄂伦春自治旗","124.624056,49.741541","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G0SC118M","大杨树林场","大杨树森林消防大队","政府机构及社会团体;公检法机构;消防机关","中国石油加油站东侧280米","鄂伦春自治旗","124.620767,49.730331","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G0SC118M","大杨树林业局","大杨树森林消防大队","政府机构及社会团体;公检法机构;消防机关","中国石油加油站东侧280米","鄂伦春自治旗","124.620767,49.730331","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G0VHKGW1","克一河林业局","家电修理","生活服务;维修站点;维修站点","克一河林业局西南侧220米","鄂伦春自治旗","122.494794,50.648712","内蒙古自治区","呼伦贝尔市","13847098339","amap_place_text"
"B0G0VHLX74","乌尔旗汉林业局","乌尔旗汉林业工会","政府机构及社会团体;社会团体;社会团体相关","小海摩托修理部北侧290米","牙克石市","121.391997,49.579051","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G27AD8RQ","免渡河林业局","宇凯副食商店","购物服务;便民商店/便利店;便民商店/便利店","免渡河林业局西南侧70米","牙克石市","121.048662,49.095324","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G2GDN9CI","免渡河林业局","轩也羊蝎骨火锅","餐饮服务;中餐厅;火锅店","免渡河林业局东侧80米","牙克石市","121.050574,49.095609","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G2TU68Y6","根河林业局","根河林业局","政府机构及社会团体;政府机关;区县级政府及事业单位","中央路与满归街交叉口西北60米","根河市","121.538954,50.781648","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G2YYQ3Z4","大杨树林业局","绿安超市(多布库尔街店)","购物服务;便民商店/便利店;便民商店/便利店","大杨树林业局园丁小区东侧约200米","鄂伦春自治旗","124.600337,49.746096","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G30PH1IY","甘河林业局","鑫源内衣生活馆","购物服务;服装鞋帽皮具店;服装鞋帽皮具店","甘河镇甘河林业局","鄂伦春自治旗","123.051426,50.630881","内蒙古自治区","呼伦贝尔市","13134917377","amap_place_text"
"B0G3JR83GT","甘河林业局","东金五金商店","购物服务;家居建材市场;建材五金市场","甘河镇甘河林业局","鄂伦春自治旗","123.048776,50.631041","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G3JU65F6","伊图里河林业局","淑清吉祥蔬菜水果商店","购物服务;专卖店;专营店","伊图里河林业局西侧80米","牙克石市","121.589240,50.649154","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G3JU7KN8","伊图里河林业局","伊乡源酒店","住宿服务;宾馆酒店;宾馆酒店","伊图里河林业局西北侧110米","牙克石市","121.589073,50.650231","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0G3JU7Z2I","伊图里河林业局","国家电网","生活服务;电力营业厅;电力营业厅","伊图里河林业局西侧80米","牙克石市","121.589147,50.649779","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0GD3A3IRB","甘河林业局","甘河林业局物资供应处","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","","鄂伦春自治旗","123.075097,50.633840","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0GKFNN1VY","免渡河林业局","娜仁工艺品商店","购物服务;便民商店/便利店;便民商店/便利店","免渡河林业局西侧160米","牙克石市","121.047244,49.095846","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0GKHC1FQR","免渡河林业局","晟华园经典菜馆","餐饮服务;中餐厅;中餐厅","免渡河林业局东侧80米","牙克石市","121.050652,49.095521","内蒙古自治区","呼伦贝尔市","15547084986","amap_place_text"
"B0GKXLGZOD","库都尔林业局","四季香约火锅","餐饮服务;中餐厅;火锅店","库都尔林业局西南侧110米","牙克石市","121.619540,50.028706","内蒙古自治区","呼伦贝尔市","13904705008","amap_place_text"
"B0GKYPEY21","免渡河林业局","潮衣裤服装批发城(中兴商业街店)","购物服务;服装鞋帽皮具店;服装鞋帽皮具店","免渡河林业局西侧170米","牙克石市","121.047080,49.096008","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0GRNH78AF","乌尔旗汉林业局","源章商店","购物服务;便民商店/便利店;便民商店/便利店","乌尔旗汉林业工会东侧60米","牙克石市","121.392808,49.578739","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0GUOL5JVH","加格达奇林场","加格达奇林业局(跃进经营林场)","政府机构及社会团体;政府机关;政府机关相关","西兴苑小区北410米","加格达奇区","124.078901,50.425426","黑龙江省","大兴安岭地区","","amap_place_text"
"B0GUOL5JVH","加格达奇林业局","加格达奇林业局(跃进经营林场)","政府机构及社会团体;政府机关;政府机关相关","西兴苑小区北410米","加格达奇区","124.078901,50.425426","黑龙江省","大兴安岭地区","","amap_place_text"
"B0H3J604A5","大杨树林业局","嘛哩嘛哩酸菜鱼(大杨树店)","餐饮服务;中餐厅;中餐厅","大杨树林业局派出所东侧","鄂伦春自治旗","124.623772,49.737044","内蒙古自治区","呼伦贝尔市","13134935111;15540071760","amap_place_text"
"B0H64ZHXZQ","吉文林业局","中共吉文林业局森防站支部委员会","政府机构及社会团体;政府机关;乡镇级政府及事业单位","","鄂伦春自治旗","123.183986,50.579623","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0H6CMW4TS","克一河林业局","克一河新悦来食品商店","购物服务;便民商店/便利店;便民商店/便利店","克一河林业局老楼三号楼下","鄂伦春自治旗","122.495225,50.649175","内蒙古自治区","呼伦贝尔市","15847035232","amap_place_text"
"B0H6PMM12W","吉文林业局","内蒙古吉文林业局森防站","政府机构及社会团体;政府机关;乡镇级政府及事业单位","吉文镇","鄂伦春自治旗","123.183862,50.579725","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0HBTU37FJ","阿里河林场","阿里河站停车场","交通设施服务;停车场;公共停车场","中央路与向阳街交叉口南80米","鄂伦春自治旗","123.730329,50.580544","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0HG0SXTQ8","免渡河林业局","中国福利彩票(中华路三道街店)","生活服务;彩票彩券销售点;彩票彩券销售点","免渡河林业局西侧170米","牙克石市","121.047056,49.095592","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0HK1S4PN9","甘河林业局","甘源管护所","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","甘河林业公路管理处","鄂伦春自治旗","123.075807,50.635398","内蒙古自治区","呼伦贝尔市","","amap_place_text"
